,Job ID,URL,Job Title,Job Type,Company Name,Job Location,Job Level,Job Industry,Min Salary,Max Salary,Salary Paid,Date Posted,Contract,Internship,Temporary,Permanent,Job Description,Job Requirements
0,8f9daa815a0c6f115f3c587b3f824842,https://www.mycareersfuture.sg/job/vice-president-data-science-lazada-south-east-asia-8f9daa815a0c6f115f3c587b3f824842,"Vice President, Data Science",Full Time,LAZADA SOUTH EAST ASIA PTE. LTD.,"AXA TOWER, 8 SHENTON WAY 068811",Middle Management,Information Technology,9000,14000,Monthly,29 Jan 2019,0,0,0,0,"Team Introduction Lazada is the number one online shopping & selling destination in Southeast Asia – present in Indonesia, Malaysia, the Philippines, Singapore, Thailand and Vietnam. Lazada helps more than 80,000 local and international sellers as well as 2,500 brands serve the 560 million consumers in the region through its marketplace platform, supported by a wide range of tailored marketing, data, and service solutions. Lazada offers an excellent customer experience through a wide network of logistics partners and its own first- and last-mile delivery arm. Job Description As a Lazada data scientist, you will face different challenges. You will be applying different techniques such as deep learning, reinforcement learning, natural language processing and operational research to solve real world problems. You will be:  Responsible for recommendation frameworks and algorithms for products, product topics, sellers, and feeds stream by item quality control and online personalization. Responsible for developing audience, content and bidding algorithms for digital marketing on channels, and help engage our customers better by notifications. Responsible for campaign operation algorithms for seller and product recruiting, product scheduling, stock prediction, pricing strategy, and onsite recommendations. Responsible for ecommerce knowledge representations, quality controlling and caring for product, category, seller and reviews; natural language processing for opinion mining and text generation. "," At least two years relevant working experience; Masters or PhD degree in computer science, operations research, statistics, mathematics, or equivalent fields; Solid theoretical foundations and industry experiences in machine learning, natural language processing, personalized search & recommendation, user/seller behavior modeling, sales prediction, knowledge graph and representation, marketing algorithm, large scale data analysis/platforms; Expertise in deep learning, reinforcement learning, explore & exploit algorithms, control theory is preferred; Experience in machine learning libraries such as Tensorflow, Keras, Theano, etc; Solid programming skills in SQL, Java, Python and Scala; Passionate about technology, demonstrate ability to generate new ideas and innovations; excellent in self-learning, problem analyzing and solving; work independently, proactive, strong teamwork spirit; Good interpersonal and communication skills, including the ability to describe the logic and implications of a complex model to stakeholders.  "
1,8bf56555e838e3c203b1d069734d1b6e,https://www.mycareersfuture.sg/job/technology-consultant-simplifynext-8bf56555e838e3c203b1d069734d1b6e,Technology Consultant,Permanent,SIMPLIFYNEXT PTE. LTD.,,Professional,"Consulting , Information Technology",5000,7000,Monthly,28 Jan 2019,0,0,0,1,"SimplifyNext is looking for Technology Consultants with experience or interest in Robotic Process Automation Robotic Process Automation (RPA) provides a basis for taking on a lot of mundane, repetitive tasks and freeing up time for the employees to focus on more meaningful work, which leads to better productivity, greater innovation and stronger business results. However, it is not enough to continue looking only at the automation of tasks. Businesses are looking to add intelligence to automation technology, where it can start to think like people think and analyze the way people analyze. As an RPA Consultant with SimplifyNext, you would focus on the next generation of automation and reshape the future of work at the confluence of RPA, artificial intelligence and analytics. You would work on the leading RPA platforms, integrate them with AI solutions for computer vision and natural language processing, and use analytics to gain insights on both the processes and robots themselves. You will be part of a team delivering advisory or implementation services for large organizations across ASEAN.  As a member of our consulting practice, you’ll work alongside some of the leading consultants in the industry. You’ll collaborate with your team member on challenging projects, increasing your understanding of complex business problems and how you can solve them through technology. You would develop new skills and experience to help you further your career. We are looking for people with the relentless energy to push themselves further, to learn and to contribute, thus, creating value for our clients, for our business and for the society at large."," Bachelor's Degree with 3-5 years’ experience at a consulting or a technology organization Excellent communications and inter-personal skills, and passion to deliver quality work At least 1 year of experience in delivering RPA projects and certified on UiPath or Automation Anywhere platforms will be an advantage Knowledge of one or more of following solutions would be preferred, but not mandatory - ABBYY FlexiCapture, Google AI and Machine Learning, Amazon Rekognition, etc. Experience in developing solutions based on one or more technologies "
2,dc9757b88fa2c68340cb9bbc4e502dca,https://www.mycareersfuture.sg/job/software-engineer-machine-learning-singapore-google-asia-pacific-dc9757b88fa2c68340cb9bbc4e502dca,"Software Engineer, Machine Learning - Singapore",Full Time,GOOGLE ASIA PACIFIC PTE. LTD.,"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",Executive,Engineering,6300,12600,Monthly,28 Jan 2019,0,0,0,0,"Company overview: Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: Engineering & Operations Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another. The role: Software Engineer, Machine Learning - Singapore Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward. With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions. Responsibilities: - Design, develop, test, deploy, maintain and improve software.  - Manage individual project priorities, deadlines and deliverables. ","Minimum qualifications: - PhD in Computer Science, related technical discipline or equivalent practical experience. - 5 years of experience in the Machine Learning field. - Experience with coding in data structures, algorithms and software design. - Research experience in Artificial Intelligence, Distributed Systems, Machine Learning, Data Mining, Natural Language Processing, Image Classification, Spam Fighting or related fields. Preferred qualifications: - Experience programming in the following languages: C++, and/or Python. - Experience with large scale distributed systems design."
3,8a2de15630ab13c69057673695fcd986,https://www.mycareersfuture.sg/job/advanced-software-engineer-homage-8a2de15630ab13c69057673695fcd986,Advanced Software Engineer,Full Time,HOMAGE CO PTE. LTD.,157B ROCHOR ROAD 188432,Professional,"Engineering, Information Technology",10000,13000,Monthly,24 Jan 2019,0,0,0,0,"Engineers at Homage build things that matter – Homage is redefining in-home caregiving for our parents, grandparents, friends and loved ones. At the heart of Homage are the families and caregivers we work with and the technology we build transforms their lives and care delivery experience. Here, every engineer works on exciting, meaningful projects. We move fast, have fun and help each other out. Mobile is a critical component of both our core operations as well as users’ experience. We’re looking for product-aware engineers who are thoughtful, responsible and passionate individuals who appreciate user experience. We’re looking for someone who is not only well versed in iOS development, but also has a strong understanding of good UX and is excited to learn about and contribute to the server side. Your work will directly impact the lives of people receiving care, people delivering care, and the families that are normally left in the dark about the entire caring process. We're looking for strong team players, people who can work with a very diverse team (engineers, care operations, sales folks.) We’re proudly backed by a group of top local investors, including Golden Gate Ventures, 500 Startups and SeedPlus.   About Homage:  Homage is a complete home care solution that combines the curation and training of care professionals with smart technology to provide on-demand home caregiving to seniors, allowing them to age at home with comfort, dignity, control and grace. Using a web and mobile technology platform, Homage removes all the inefficiencies of managing and delivering care, matching each unique care recipient to the best suited care professionals for them. Homage software engineers have a penchant for solving unique problems; if you love and thrive on keeping up to date with and gaining a deep understanding of the latest mobile and web technologies, you will love working with us. Homage is as much about product design as it is about employing diverse areas of Computer Science, including machine learning, information retrieval, distributed computing and natural language processing to transform the home healthcare industry in Asia and beyond.    Role Description  Much of what we have on the roadmap for iOS haven't even been started yet, which is exciting if you’re looking to build premium mobile applications from scratch. We’re looking for engineers with a proven track record of building mobile applications in Swift with high standards, and a solid design sense. You’ll have direct influence in shaping very early stages of a product that has enormous potential to transform a huge, antiquated market.","Responsibilities  Ownership of mobile products and projects, Create deeply loved products for the families and care pros we work with from design to launch Work with the design and product management team to help set priorities and build the right things in the right way Improve our tech stack, tools and processes  Requirements  8+ years of app development experience in iOS You’re capable of owning projects and working closely with other engineers to build exceptional mobile applications. Demonstrated experience and love for delivering the best user experience on mobile BS degree in Computer Science or related field (In lieu of degree, 4+ years of relevant iOS development experience). 	   Bonus Points    You’re an entrepreneur at heart – you can be resourceful and creative to find the best solution that gets the job done or you’ve proven yourself at a startup before. You have a ready portfolio of the mobile development work you’ve done and proud to showcase your work.    What We Care About   Passion and interest in mobile technology and pushing to change the status quo as well as making an impact. Comfort with a startup's lack of structure and quick pace Getting things done Communication skills Initiative and creativity Desire to learn  What we don't care about  Fancy credentials ""Rock-Stars"", ""All-Stars"", or ""Ninjas"" Specific schools "
4,e51f6f44df8105cb971f886c90fb9ea5,https://www.mycareersfuture.sg/job/senior-developer-iamplus-electronics-singapore-e51f6f44df8105cb971f886c90fb9ea5,Senior Developer,Full Time,IAMPLUS ELECTRONICS SINGAPORE PTE. LTD.,"MAPEX, 37 JALAN PEMIMPIN 577177",Professional,Information Technology,7000,9000,Monthly,23 Jan 2019,0,0,0,0,"SENIOR DEVELOPER Our R&D team is looking for energetic and experienced Senior Developers to support the team’s development of systems and platforms. The R&D team works on developing systems that form the backbone of Omega’s intelligence. Omega is an A.I. platform built to be conversational & contextual. It is a voice-first A.I. platform that delivers natural and engaging user experiences. Natural Language Understanding (NLU) is therefore a primary focus of the R&D team. You will be part of the team working on developing an NLU system that will understand all user queries and provide conversational support. Responsibilities:  Develop high-quality software design and architecture Developing micro services which interact with the system. Build responsive and high-performance backend applications. Help drive the underlying technology stack and the implementation methodology. Integration of user-facing elements developed by front-end developers with server side logic Work closely with other teams on new products or features/improvements of existing products. Ability to lead and mentor junior team members. Review and debug code Writing reusable, testable, and efficient code "," 5+ Years of experience building backend applications and passion for technology and software development. Strong skills on Python, Go and Cython Deep knowledge on Python frameworks like flask, Django etc. Experience on designing and building micro services applications using Python. Experience on API interface. Knowledge of connecting Python applications with database systems like postgres, mongodb etc. Familiar with Python unit testing tools. Strong problem solving and analytical skills. Bachelor's degree in a technical field or equivalent experience "
5,090e730450ac106562443d709e4f1374,https://www.mycareersfuture.sg/job/software-engineer-singapore-google-asia-pacific-090e730450ac106562443d709e4f1374,Software Engineer - Singapore,Full Time,GOOGLE ASIA PACIFIC PTE. LTD.,"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",Executive,Information Technology,6700,13400,Monthly,23 Jan 2019,0,0,0,0,"Company overview: Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: Engineering & Operations Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another. The role: Software Engineer - Singapore Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward. Responsibilities: - Write mobile applications, create robust high-volume production applications and develop prototypes quickly.","Minimum qualifications: - Bachelor's degree in Computer Science, Statistics/Mathematics, related field or equivalent practical experience. - Experience in mobile application development. - Programming experience in Java, Objective-C, C++, or Python. Preferred qualifications: - Deep technical knowledge of mobile application development (either Android or iOS). - Significant programming experience in either Java, Objective-C or C++."
6,e0a6d299a181b7d11979b6f25efa5da9,https://www.mycareersfuture.sg/job/software-engineer-mobile-applications-singapore-google-asia-pacific-e0a6d299a181b7d11979b6f25efa5da9,"Software Engineer, Mobile Applications (Android / iOS) - Singapore",Full Time,GOOGLE ASIA PACIFIC PTE. LTD.,"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",Executive,Information Technology,6700,13400,Monthly,22 Jan 2019,0,0,0,0,"Company overview: Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: Engineering & Operations Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another. The role: Software Engineer, Mobile Applications (Android/iOS) - Singapore Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward. Responsibilities: - Write mobile applications, create robust high-volume production applications, and develop prototypes quickly.","Minimum qualifications: - Bachelor's degree in Computer Science, Statistics or Mathematics, or related field, or equivalent practical experience. - Programming experience in Java, Objective-C, C++, or Python - Experience in mobile application development. Preferred qualifications: - Deep technical knowledge of mobile application development (either Android or iOS). - Significant programming experience in either Java, Objective-C or C++ - Knowledge of UI frameworks (either Android, iOS, XML), MVP application design and complex, reactive touch based UI. - A solid foundation in Computer Science, with strong competencies in data structures, algorithms, and software design."
7,1e4b65d73868c93d76a8689696eb10f9,https://www.mycareersfuture.sg/job/research-assistant-associate-national-university-singapore-1e4b65d73868c93d76a8689696eb10f9,Research Assistant  /  Associate (Software Engineer),Contract,NATIONAL UNIVERSITY OF SINGAPORE,21 LOWER KENT RIDGE ROAD 119077,Fresh/entry level,Sciences / Laboratory / R&D,2600,4200,Monthly,22 Jan 2019,1,0,0,0,"The position of Research Assistant/Associate (Software Engineer) is immediately available in the laboratory of Dr. Jason Pitt, which integrates data science and biological expertize to facilitate novel discoveries in cancer genomics. The Pitt Laboratory achieves this by developing cutting-edge software that allow cost-effective identification, harmonization, and interrogation of large genomic datasets. Collectively, we refer to this domain as genome economics. Successful candidates will interact closely with the Data Science and Learning Division of Argonne National Laboratory (USA) as well as our industrial partners. This position provides a rare opportunity to utilize Amazon Web Services, Amazon Alexa, data-intensive computing, natural language processing, and artificial intelligence. RESPONSIBILITIES Participate in the development of: 1) Melvin, a virtual genome analysis assistant using Amazon’s Alexa technology  Build upon a functional prototype Design and implement optimal client/server solutions Contribute to all stages of the software development life cycle  2) The Scalable Workflows for the Analysis of Genomes (Swag) framework  Optimize of bioinformatic tools for cost and accuracy Facilitate large-scale analytics on HPC and commercial clouds     ","REQUIREMENTS  Bachelors or Masters degree (minimally) in computer science, information systems, bioinformatics, engineering, mathematics, or related fields Strong Python programming skills and proficiency with Unix-based systems Working knowledge of databases (SQL, NoSQL, Elasticsearch, etc.) Record of problem-solving and robust design skills Excellent written and spoken English  PREFERENCES  Basic knowledge of biology and genetics Familiarity with Amazon Web Services Interest in computational linguistics "
8,94b09c997523b7f2ab40dba84e1027e1,https://www.mycareersfuture.sg/job/solution-specialist-oracle-capac-services-unlimited-company-94b09c997523b7f2ab40dba84e1027e1,Solution Specialist,Full Time,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),"GALAXIS, 1 FUSIONOPOLIS PLACE 138522",Professional,Information Technology,7500,15000,Monthly,21 Jan 2019,0,0,0,0,"We are looking for talented, passionate and self-motivated individuals with software development skills in Information Extraction and Retrieval, Knowledge/Ontology Engineering, Semantic Web and Linked Data, Knowledge Graphs, NLP to join the APAC Cloud Pursuit team. The individual will be working on innovative internal and customer engagements involving a confluence of AI/Machine Learning, Big Data, Chatbots/Conversational Interfaces and bespoke solutions in a fast paced and dynamic environment  Role Requirements - Technical  An subject matter expert with over 6 to 10+ or years of deep hands-on expertise in architecting, development and deployment of Information extraction and retrieval systems on both structured and un-structured data  Proven expertise in working with business/domain users in designing and implementing Ontologies and Taxonomies  Strong hands-on knowledge and expertise in Graph Databases/Knowledge Graphs such as Oracle Big Data Spatial and Graph, Oracle PGX, Neo4J, Google Knowledge Graph, Datastax Enterprise Graph  Deep knowledge and hands-on expertise on Semantic Web, Linked/Open Data and associated standards such as OWL, SPARQL, RDF, SKOS etc  Experience in tools such as Protégé, Cytoscape and other reasoning and inferencing tools  Proficiency in search platforms such as Solr, Elasticsearch, Lucene and other technologies  Real world experience in developing data/event processing and pipeline architectures using technologies and frameworks such as Kafka, Spark, Hadoop and open source frameworks  Experience building scalable systems involving cleansing, classifying and validating large data repositories or data sets  Well versed with the Agile methodology and the full DevOps lifecycle using tools such as Jenkins, Wrecker, GitOps and others  Well versed with modern container runtimes like Docker, Rocket and Orchestration frameworks like Kubernetes and Docker Swarm  Good exposure in Machine learning and Natural Language Processing (NLP) libraries like SKlearn, Stanford NLP, TensorFlow, etc.  Exposure and working experience with Visualization tools and frameworks such as d3.js, vis.js, cytoscape.js  Ability to evaluate tools and technologies and proactively pick up cutting edge trends in the industry Team Profile and Charter The Cloud Pursuit team is an Asia Pacific wide divisional level technical team that supports the regional In-Country Sales and Solution Engineering teams in emerging or specialized solution areas where the in-country teams may require deep expertise. The team focusses on working with customers and internal teams in designing, validating and recommending cloud architectures and delivering repeatable solutions spanning various technologies like AI/ML, Big Data, Databases, Cloud Infrastructure, High Performance Computing and other emerging areas. The team is responsible for  Thought Leadership and Evangelism • Align with the APAC Business Development leads to execute Business Development plans with clear defined Go-To-Market initiatives. Collaborate with and leverage regional and country sales presales teams, partners, field marketing and consulting as required • Communicate Oracle’s value and leadership in technology solutions through participation as a speaker in Oracle and external industry and marketing events. Attend relevant domain and industry meetings and conferences. • Create solution assets and content such as Whitepapers, thought leadership articles, sales plays and other collateral to extend the solution profile in APAC.  Solution Development/Enablement  Work with customers and internal teams on complex and emerging cross-product solutions especially in emerging technologies and solutions  Building of repeatable assets/IP that can be reused across multiple product lines.  Deliver internal training workshops as required to build regional capability and capacity.  Evaluating Partner competency and helping develop and execute Partner training as required to build a healthy ecosystem.  Field and Opportunity Support • Share knowledge with internal and external technical communities • Support Sales, Pre-Sales (Solution Engineering) and Development teams in building and evangelizing Oracle’s suite of Cloud products • Work with field and customers on product solutioning and architecture input to maximize win rate on Strategic deals. • Advise and mentor local Sales Consultants/Solution Engineers in Solutioning, demo preparation, RFx responses, delivery approach and other required support. Build SC skills through deal shadowing to increase regional self-sufficiency. Product Management and Customer References • Collaborate with APAC and HQ Product Management and Development for enablement, opportunities and development content • Drive/Work with customers on reference implementations","Candidate Experience and Profile  A minimum of 8-12 or years plus experience in the IT industry working on product engineering, product development or data architect roles and involved construction of Knowledge bases using Graph and Semantic Web technologies  Passionate in learning new technologies and self-motivated  Demonstrate track record in supporting customers, partners and internal stakeholders in positioning and executing complex technical architectural requirements  Good Exposure to Oracle Cloud Services (PaaS or IaaS) or cloud offerings from other vendors such as Amazon, Azure, IBM Softlayer  Very strong communication and evangelism skills with a willingness to share knowledge  Strong internal and customer relationship building and presentation skills  Self-motivated team player with ability to work as an independent contributor but also as a team player in a matrixed organization  Willingness to travel to meet customers or speak and present at external events"
9,ef09b4743a2a5df13dfdcc8452d97aff,https://www.mycareersfuture.sg/job/solution-specialist-oracle-capac-services-unlimited-company-ef09b4743a2a5df13dfdcc8452d97aff,Solution Specialist,Full Time,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),"GALAXIS, 1 FUSIONOPOLIS PLACE 138522",Professional,Information Technology,5000,10000,Monthly,21 Jan 2019,0,0,0,0,"We are looking for talented, passionate and self-motivated individuals with software development skills in Information Extraction and Retrieval, Knowledge/Ontology Engineering, Semantic Web and Linked Data, Knowledge Graphs, NLP to join the APAC Cloud Pursuit team. The individual will be working on innovative internal and customer engagements involving a confluence of AI/Machine Learning, Big Data, Chatbots/Conversational Interfaces and bespoke solutions in a fast paced and dynamic environment  Role Requirements - Technical  An subject matter expert with over 6 to 10+ or years of deep hands-on expertise in architecting, development and deployment of Information extraction and retrieval systems on both structured and un-structured data  Proven expertise in working with business/domain users in designing and implementing Ontologies and Taxonomies  Strong hands-on knowledge and expertise in Graph Databases/Knowledge Graphs such as Oracle Big Data Spatial and Graph, Oracle PGX, Neo4J, Google Knowledge Graph, Datastax Enterprise Graph  Deep knowledge and hands-on expertise on Semantic Web, Linked/Open Data and associated standards such as OWL, SPARQL, RDF, SKOS etc  Experience in tools such as Protégé, Cytoscape and other reasoning and inferencing tools  Proficiency in search platforms such as Solr, Elasticsearch, Lucene and other technologies  Real world experience in developing data/event processing and pipeline architectures using technologies and frameworks such as Kafka, Spark, Hadoop and open source frameworks  Experience building scalable systems involving cleansing, classifying and validating large data repositories or data sets  Well versed with the Agile methodology and the full DevOps lifecycle using tools such as Jenkins, Wrecker, GitOps and others  Well versed with modern container runtimes like Docker, Rocket and Orchestration frameworks like Kubernetes and Docker Swarm  Good exposure in Machine learning and Natural Language Processing (NLP) libraries like SKlearn, Stanford NLP, TensorFlow, etc.  Exposure and working experience with Visualization tools and frameworks such as d3.js, vis.js, cytoscape.js  Ability to evaluate tools and technologies and proactively pick up cutting edge trends in the industry Team Profile and Charter The Cloud Pursuit team is an Asia Pacific wide divisional level technical team that supports the regional In-Country Sales and Solution Engineering teams in emerging or specialized solution areas where the in-country teams may require deep expertise. The team focusses on working with customers and internal teams in designing, validating and recommending cloud architectures and delivering repeatable solutions spanning various technologies like AI/ML, Big Data, Databases, Cloud Infrastructure, High Performance Computing and other emerging areas. The team is responsible for  Thought Leadership and Evangelism • Align with the APAC Business Development leads to execute Business Development plans with clear defined Go-To-Market initiatives. Collaborate with and leverage regional and country sales presales teams, partners, field marketing and consulting as required • Communicate Oracle’s value and leadership in technology solutions through participation as a speaker in Oracle and external industry and marketing events. Attend relevant domain and industry meetings and conferences. • Create solution assets and content such as Whitepapers, thought leadership articles, sales plays and other collateral to extend the solution profile in APAC.  Solution Development/Enablement  Work with customers and internal teams on complex and emerging cross-product solutions especially in emerging technologies and solutions  Building of repeatable assets/IP that can be reused across multiple product lines.  Deliver internal training workshops as required to build regional capability and capacity.  Evaluating Partner competency and helping develop and execute Partner training as required to build a healthy ecosystem.  Field and Opportunity Support • Share knowledge with internal and external technical communities • Support Sales, Pre-Sales (Solution Engineering) and Development teams in building and evangelizing Oracle’s suite of Cloud products • Work with field and customers on product solutioning and architecture input to maximize win rate on Strategic deals. • Advise and mentor local Sales Consultants/Solution Engineers in Solutioning, demo preparation, RFx responses, delivery approach and other required support. Build SC skills through deal shadowing to increase regional self-sufficiency. Product Management and Customer References • Collaborate with APAC and HQ Product Management and Development for enablement, opportunities and development content • Drive/Work with customers on reference implementations","Candidate Experience and Profile  A minimum of 8-12 or years plus experience in the IT industry working on product engineering, product development or data architect roles and involved construction of Knowledge bases using Graph and Semantic Web technologies  Passionate in learning new technologies and self-motivated  Demonstrate track record in supporting customers, partners and internal stakeholders in positioning and executing complex technical architectural requirements  Good Exposure to Oracle Cloud Services (PaaS or IaaS) or cloud offerings from other vendors such as Amazon, Azure, IBM Softlayer  Very strong communication and evangelism skills with a willingness to share knowledge  Strong internal and customer relationship building and presentation skills  Self-motivated team player with ability to work as an independent contributor but also as a team player in a matrixed organization  Willingness to travel to meet customers or speak and present at external events"
